player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
584,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,90,1,0,2,0.06,0.14,1,6,0,5,62,19,0.0,3.0,2,4,0.0,1,0.0,0,0,6,0,0,0,0,12,6,12,0.0,0,0.0,4,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.26,2,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,90,0,0,3,0.18,0.44,0,1,0,6,82,45,0.0,3.0,2,0,0.0,2,0.0,0,2,6,2,7,5,0,21,2,9,0.0,12,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,7,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,90,0,1,0,0.0,0.53,0,0,0,1,74,40,0.0,1.0,8,0,0.0,2,0.0,0,1,4,2,10,3,1,6,5,4,0.0,2,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,3,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,89,1,0,2,0.16,0.01,1,2,0,2,50,20,0.0,0.0,4,0,0.0,0,0.0,0,1,4,0,2,1,1,4,11,3,0.0,1,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.06,0,0,10,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,87,0,1,1,0.04,0.12,0,0,0,0,36,16,0.0,1.0,7,2,0.0,1,0.0,0,0,7,0,2,0,4,1,8,1,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,90,0,0,0,0.0,0.01,0,0,0,1,52,27,0.0,0.0,6,0,0.0,0,0.0,0,0,3,1,8,5,0,12,3,3,0.0,9,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,64,1,0,1,0.65,0.01,1,0,0,2,28,14,0.0,1.0,2,0,0.0,1,0.0,0,0,1,0,1,0,1,0,5,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.92,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,64,1,0,2,0.11,0.03,1,0,0,5,23,8,0.0,1.0,0,0,0.0,0,0.0,0,1,1,0,0,0,1,0,8,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.48,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,90,1,0,2,0.13,0.01,1,1,0,2,51,26,0.0,0.0,7,0,0.0,4,0.0,0,0,4,2,0,0,1,9,2,9,0.0,0,0.0,5,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.82,3,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,90,0,1,1,0.08,0.2,0,1,0,1,36,24,0.0,1.0,3,0,0.0,2,0.0,0,0,2,0,0,0,1,3,7,3,0.0,0,0.0,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,90,0,0,0,0.0,0.03,0,0,0,0,37,21,0.0,0.0,1,0,0.0,0,0.0,0,3,6,0,3,0,0,3,3,3,0.0,0,0.0,0,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,3,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,25-26-prem-afc-bournemouth-vs-tottenham-hotspur,90,0,0,1,0.05,0.22,0,1,0,1,50,28,0.0,0.0,2,1,0.0,1,0.0,0,1,8,1,4,2,2,6,6,5,0.0,1,0.0,4,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
