player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
686,25-26-prem-burnley-vs-liverpool,3,0,0,0,0.0,0.1,0,0,0,3,6,5,0.0,1.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,25-26-prem-everton-vs-aston-villa,90,0,0,0,0.0,0.0,0,0,0,0,40,18,0.0,0.0,8,0,0.0,7,0.0,0,0,9,0,1,0,0,1,0,1,0.0,0,0.0,1,0,1,0,0.13,0.13,0,18,7,0.0,1,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,25-26-prem-everton-vs-aston-villa,90,0,0,4,0.55,0.04,1,0,2,5,43,28,0.0,1.0,1,0,0.0,4,0.0,0,1,3,0,4,3,0,5,4,1,0.0,4,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.1,1,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,25-26-prem-everton-vs-aston-villa,90,0,0,2,0.1,0.03,0,0,0,0,52,37,0.0,0.0,3,0,0.0,1,0.0,0,2,6,0,0,0,1,4,2,3,0.0,1,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,25-26-prem-everton-vs-aston-villa,90,0,0,0,0.0,0.04,0,0,0,3,54,29,0.0,1.0,7,0,0.0,6,0.0,0,1,3,2,4,2,0,9,8,6,0.0,3,0.0,2,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,4,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,25-26-prem-everton-vs-aston-villa,90,0,0,2,0.09,0.3,1,2,0,16,60,28,0.0,5.0,3,2,0.0,0,0.0,0,0,2,1,0,0,0,7,9,7,0.0,0,0.0,2,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.19,3,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,25-26-prem-everton-vs-aston-villa,90,0,0,1,0.06,0.26,0,1,0,4,48,28,0.0,2.0,10,1,0.0,1,0.0,0,0,5,0,0,0,0,6,5,5,0.0,1,0.0,1,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,3,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,25-26-prem-everton-vs-aston-villa,90,0,0,1,0.22,0.01,0,0,0,1,69,39,0.0,0.0,6,0,0.0,2,0.0,0,0,3,4,8,3,0,9,7,2,0.0,7,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,25-26-prem-everton-vs-aston-villa,90,0,0,1,0.05,0.06,0,1,0,1,52,16,0.0,1.0,5,1,0.0,3,0.0,0,0,3,0,4,1,0,5,5,3,0.0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,25-26-prem-everton-vs-aston-villa,83,0,0,0,0.0,0.02,0,0,0,0,45,29,0.0,0.0,1,0,0.0,0,0.0,0,0,3,1,3,1,0,9,3,7,0.0,2,0.0,4,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
