player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
67,25-26-prem-wolverhampton-wanderers-vs-afc-bournemouth,90,0,0,0,0.0,0.0,0,0,0,0,40,16,0.0,0.0,3,0,0.0,4,0.0,0,0,8,0,1,0,0,0,0,0,0.0,0,0.0,0,0,7,0,1.4,1.4,1,16,4,0.0,1,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,25-26-prem-wolverhampton-wanderers-vs-afc-bournemouth,90,1,0,2,0.82,0.01,1,1,0,2,66,35,0.0,1.0,6,0,0.0,1,0.0,0,3,9,0,2,2,1,8,5,5,0.0,3,0.0,2,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.96,2,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,25-26-prem-wolverhampton-wanderers-vs-afc-bournemouth,90,0,0,1,0.11,0.01,0,1,0,4,66,29,0.0,0.0,5,0,0.0,0,0.0,0,0,9,0,2,1,0,9,5,4,0.0,5,0.0,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,25-26-prem-wolverhampton-wanderers-vs-afc-bournemouth,89,0,0,0,0.0,0.24,0,0,0,0,49,24,0.0,2.0,3,2,0.0,0,0.0,0,1,4,0,1,0,2,4,8,3,0.0,1,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,25-26-prem-wolverhampton-wanderers-vs-afc-bournemouth,70,0,0,1,0.03,0.02,1,0,0,0,46,27,0.0,2.0,4,0,0.0,2,0.0,0,0,3,0,0,0,1,2,2,2,0.0,0,0.0,2,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.08,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,25-26-champions-league-tottenham-hotspur-vs-eintracht-frankfurt,90,0,0,2,0.2,0.38,1,3,1,5,92,62,0.0,3.0,6,3,0.0,5,0.0,0,1,7,0,0,0,0,8,4,8,0.0,0,0.0,5,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.74,0,0,90,0,0,0,0.0196,0.0072,0.0018,0.0053,0.0001,11.0,0.0
593,25-26-champions-league-tottenham-hotspur-vs-eintracht-frankfurt,90,0,0,4,0.16,0.02,1,0,0,1,74,48,0.0,0.0,5,0,0.0,1,0.0,0,3,8,0,1,0,0,5,2,3,0.0,2,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.52,2,0,90,0,0,0,0.0176,0.0074,0.0017,0.0056,0.0,9.0,0.0
588,25-26-champions-league-tottenham-hotspur-vs-eintracht-frankfurt,73,0,0,2,0.1,0.11,0,7,0,7,62,33,0.0,1.0,5,0,0.0,0,0.0,0,0,1,0,0,0,1,8,5,8,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0.0194,0.006,0.0013,0.0046,0.0,6.0,0.0
591,25-26-champions-league-tottenham-hotspur-vs-eintracht-frankfurt,90,0,0,1,0.02,0.09,0,2,0,3,68,53,0.0,1.0,5,1,0.0,0,0.0,0,1,4,0,1,1,0,3,1,2,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,0.0193,0.0074,0.0017,0.0056,0.0002,11.0,0.0
712,25-26-prem-nottingham-forest-vs-crystal-palace,90,0,0,0,0.0,0.16,0,0,0,1,73,46,0.0,3.0,10,0,0.0,2,0.0,0,0,4,0,1,0,4,3,12,3,0.0,0,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
